employee_id,first_name,last_name,gender,province,city,hiredate,department,job_title,education_level,salary,performance_rating,overtime,birthdate,termdate
00-11504663,Pepijn,Ellis,Female,Noord-Holland,Amsterdam,2022-08-26,HR,HR Assistant,High School,57621,Good,No,1980-03-05,
00-58061622,Michael,van de Eerenbeemt,Male,Zuid-Holland,Den Haag,2017-10-20,IT,IT Support Specialist,Bachelor,67848,Good,No,1962-11-10,
00-81443936,Thom,van der Meulen,Female,Utrecht,Nieuwegein,2017-04-25,Finance,Accountant,Bachelor,84517,Satisfactory,No,1977-06-01,
00-95200126,Stef,den Buytelaar,Female,Zuid-Holland,Den Haag,2023-04-02,Operations,Operations Analyst,Master,64703,Good,Yes,1983-02-27,
00-98589123,Anna,van Heusden,Male,Zuid-Holland,Rotterdam,2023-09-02,Operations,Inventory Specialist,High School,61782,Good,No,1979-03-24,
00-51382580,Ceylin,Lamotte,Male,Utrecht,Nieuwegein,2019-11-17,IT,Software Developer,Master,77706,Good,Yes,1984-05-19,
00-16531664,Fenna,van den Brand,Male,Zuid-Holland,Rotterdam,2023-11-11,HR,Recruiter,Bachelor,62109,Good,No,1987-08-01,
00-60283960,Eline,van Westfalen,Female,Zuid-Holland,Rotterdam,2023-03-19,Sales,Sales Consultant,Bachelor,87270,Good,Yes,1968-03-16,
00-12152643,Victoria,van Maasgouw,Female,Noord-Holland,Amsterdam,2019-04-08,Marketing,Content Creator,Bachelor,63868,Satisfactory,No,1962-01-01,
00-35790180,Floor,van der Klein,Male,Utrecht,Nieuwegein,2022-10-22,Operations,Operations Analyst,Bachelor,99795,Good,Yes,1964-11-10,
00-22965862,Nadine,van Drenthe,Female,Noord-Holland,Haarlem,2023-12-07,Sales,Sales Specialist,Bachelor,82161,Needs Improvement,No,1998-04-21,
00-32420703,Kaylee,Cosman,Male,Noord-Brabant,Breda,2015-07-10,Customer Service,Customer Service Representative,Bachelor,69952,Satisfactory,No,1976-12-24,
00-53908184,Rayan,van Liendert,Male,Noord-Holland,Amsterdam,2018-02-23,Operations,Inventory Specialist,Bachelor,72605,Excellent,No,1971-04-25,
00-93842238,Jamie,Steenbakkers,Female,Zuid-Holland,Rotterdam,2017-11-04,Operations,Inventory Specialist,Bachelor,53750,Good,No,1970-08-25,
00-67429121,Sjoerd,Uphaus,Female,Zuid-Holland,Den Haag,2016-11-09,Operations,Inventory Specialist,High School,63194,Good,No,1963-07-20,
00-57858864,Sam,Dennenberg,Female,Utrecht,Amersfoort,2018-08-19,Operations,Logistics Coordinator,Bachelor,60466,Satisfactory,No,1994-10-22,
00-97777422,Mirthe,van Amstel,Male,Noord-Holland,Alkmaar,2018-04-08,Operations,Inventory Specialist,High School,55883,Good,No,1979-12-09,
00-71575863,Maurits,Knoers,Female,Utrecht,Nieuwegein,2017-04-04,Sales,Sales Representative,Bachelor,62332,Satisfactory,No,1982-06-30,
00-47373949,Esmée,Overeem,Male,Noord-Brabant,Breda,2021-05-28,Marketing,Marketing Coordinator,Bachelor,68788,Satisfactory,Yes,1982-09-09,
00-19037049,Florian,Kalman,Male,Noord-Holland,Amsterdam,2023-03-11,Finance,Financial Analyst,Master,95064,Good,Yes,1976-04-09,
00-90378849,Liam,Thatcher,Male,Overijssel,Enschede,2020-06-18,IT,IT Support Specialist,High School,61278,Satisfactory,No,1972-06-16,
00-81965066,Danique,van Egisheim,Male,Zuid-Holland,Rotterdam,2023-06-03,Operations,Inventory Specialist,Bachelor,61449,Satisfactory,No,1989-04-14,
00-43814834,Rosa,Brandon,Female,Noord-Holland,Amsterdam,2024-03-14,Operations,Inventory Specialist,High School,55527,Good,Yes,2001-03-06,
00-94674464,Mark,Jaceps,Female,Noord-Holland,Haarlem,2022-01-11,Finance,Accounts Payable Specialist,Bachelor,55711,Good,No,1989-02-09,
00-27841755,Lot,Schiffer,Female,Gelderland,Nijmegen,2018-08-28,Marketing,SEO Specialist,Bachelor,74632,Needs Improvement,No,1975-04-17,
00-52676804,Jim,Broeders,Male,Zuid-Holland,Den Haag,2024-12-17,Operations,Operations Analyst,Bachelor,72056,Good,No,1985-01-18,
00-19061506,Youssef,Bernaards,Male,Zuid-Holland,Leiden,2018-01-21,Operations,Inventory Specialist,Bachelor,69010,Excellent,No,1989-07-20,
00-70251890,Renske,Ferran,Female,Gelderland,Apeldoorn,2018-04-25,Finance,Finance Manager,Master,131643,Satisfactory,No,1972-08-09,
00-41195619,Merijn,Demmendaal,Male,Overijssel,Deventer,2020-11-24,Marketing,SEO Specialist,High School,58867,Good,No,1972-10-14,
00-41219836,Sil,Wouters van Eijndhoven,Male,Noord-Holland,Amsterdam,2015-09-02,Operations,Operations Analyst,Bachelor,70493,Good,No,2000-01-18,
00-41728577,Pien,Galenzone,Female,Zuid-Holland,Rotterdam,2022-05-25,IT,System Administrator,Master,80059,Good,No,1983-08-05,
00-20655497,Michelle,Jansen,Male,Noord-Holland,Alkmaar,2016-03-27,Operations,Logistics Coordinator,Bachelor,63515,Good,No,1990-06-06,
00-49810955,Elena,van Wijk,Male,Noord-Brabant,Tilburg,2017-12-06,Marketing,SEO Specialist,Bachelor,91308,Excellent,No,1999-10-11,
00-96173002,Anouk,van den Velde,Female,Noord-Holland,Amsterdam,2015-04-02,Sales,Sales Specialist,PhD,69916,Good,No,1993-05-06,
00-69555922,Phileine,Galenzone,Male,Noord-Holland,Amsterdam,2022-03-28,Customer Service,Help Desk Technician,High School,56884,Satisfactory,Yes,1970-06-04,
00-47329499,Gijs,Timmerman,Male,Friesland,Leeuwarden,2018-04-30,IT,Software Developer,Master,79609,Satisfactory,No,1996-06-15,
00-65686049,Eliza,de Korte,Male,Gelderland,Nijmegen,2021-10-21,Sales,Sales Consultant,Bachelor,78091,Excellent,No,1994-05-24,
00-13180065,Laura,Overeem,Male,Zuid-Holland,Rotterdam,2017-12-07,Operations,Inventory Specialist,Bachelor,70559,Good,No,1974-12-05,
00-56000229,Kay,Jeggij,Male,Utrecht,Amersfoort,2017-02-08,Sales,Sales Consultant,Master,77081,Good,No,1999-01-30,
00-99255596,Justin,Scheffers,Female,Noord-Holland,Haarlem,2024-06-09,IT,Software Developer,Master,104674,Satisfactory,No,1983-10-20,
00-39855935,Lucas,Coolen,Female,Noord-Holland,Amsterdam,2021-06-28,Operations,Inventory Specialist,High School,57336,Satisfactory,Yes,2000-06-07,
00-53169386,Roan,Hehl,Male,Groningen,Groningen,2017-04-26,Customer Service,Support Specialist,Bachelor,63042,Satisfactory,Yes,1989-01-11,
00-18672730,Sven,van Oirschot,Female,Zuid-Holland,Den Haag,2023-09-06,Operations,Operations Manager,Master,103788,Excellent,No,1976-04-14,
00-16993664,Yara,Schiffer,Male,Zuid-Holland,Leiden,2021-11-17,Customer Service,Support Specialist,High School,63951,Satisfactory,No,1982-11-26,
00-26852512,Stella,Jekel,Male,Zuid-Holland,Leiden,2016-05-12,Operations,Inventory Specialist,Bachelor,65240,Needs Improvement,Yes,1993-03-19,
00-37430524,Julia,Zijlemans,Female,Utrecht,Utrecht,2017-10-26,Sales,Sales Consultant,PhD,110745,Good,No,1986-02-02,
00-72689644,Aron,Bouhuizen,Male,Noord-Holland,Alkmaar,2018-11-03,Customer Service,Support Specialist,High School,54923,Excellent,No,1986-11-10,
00-42873271,Iris,Claesdr,Female,Noord-Holland,Haarlem,2019-09-09,Operations,Logistics Coordinator,Bachelor,58213,Satisfactory,No,1985-04-05,
00-50681488,Lola,Pauwels,Female,Zuid-Holland,Rotterdam,2017-04-03,Customer Service,Support Specialist,Bachelor,61266,Satisfactory,No,2002-05-09,
00-37031585,Sam,Teunissen,Female,Zuid-Holland,Rotterdam,2017-08-21,Customer Service,Help Desk Technician,High School,76140,Good,No,1984-07-19,
00-58262270,Jill,Wouters,Female,Groningen,Groningen,2019-11-25,Customer Service,Help Desk Technician,Bachelor,74348,Satisfactory,No,1998-04-11,
00-69240493,Janne,Heymans,Female,Zeeland,Vlissingen,2019-07-14,Sales,Sales Consultant,Bachelor,83256,Good,Yes,1987-11-23,
00-68174055,Lenn,van Geffen,Female,Groningen,Groningen,2022-05-22,Sales,Sales Specialist,Master,74315,Good,Yes,1975-05-21,
00-61193233,Saar,de Nijs,Male,Utrecht,Amersfoort,2019-12-04,Operations,Logistics Coordinator,Bachelor,61373,Satisfactory,No,1979-08-03,
00-50296396,Sarah,Rek,Female,Noord-Brabant,Breda,2020-04-19,IT,Software Developer,Bachelor,97673,Good,No,2001-09-20,
00-33581963,Stella,Overdijk,Male,Noord-Holland,Alkmaar,2017-04-19,Marketing,SEO Specialist,High School,79133,Satisfactory,No,1982-11-28,
00-70881578,Nina,Knoers,Female,Noord-Holland,Alkmaar,2017-11-30,Operations,Logistics Coordinator,Bachelor,60165,Needs Improvement,No,1999-02-17,
00-74537834,Fien,Uittenbosch,Female,Noord-Holland,Amsterdam,2016-11-17,IT,Software Developer,Bachelor,84274,Needs Improvement,No,1976-04-03,
00-72982807,Lisanne,le Gallen,Female,Utrecht,Amersfoort,2017-10-15,Sales,Sales Specialist,Bachelor,78290,Satisfactory,No,1980-03-05,
00-11722586,Mart,Estey,Male,Zuid-Holland,Rotterdam,2023-10-27,Marketing,SEO Specialist,Bachelor,77819,Satisfactory,No,1974-06-07,
00-60232033,Suus,van Tuijl,Male,Noord-Holland,Amsterdam,2020-06-20,Operations,Logistics Coordinator,Bachelor,67949,Excellent,No,1976-03-10,
00-60082660,Stan,Vermeulen,Female,Zuid-Holland,Den Haag,2018-09-19,Finance,Accounts Payable Specialist,Bachelor,54699,Excellent,No,1976-03-24,
00-88961498,Nova,Godfrey van Alemannië,Female,Zuid-Holland,Den Haag,2016-10-27,Sales,Sales Consultant,PhD,117199,Satisfactory,No,1982-10-27,
00-61650472,Jet,Robbrechts Bruijne,Male,Zuid-Holland,Rotterdam,2024-07-03,Sales,Sales Representative,Bachelor,79057,Good,No,1971-01-27,
00-68558918,Pim,van Boven,Male,Zuid-Holland,Rotterdam,2024-08-07,Sales,Sales Representative,Bachelor,84240,Good,No,1961-07-29,
00-78398476,Mare,van der Strigt,Female,Noord-Holland,Alkmaar,2022-09-26,Sales,Sales Consultant,Bachelor,81239,Needs Improvement,Yes,1990-04-30,
00-59416355,Twan,Boer,Female,Zuid-Holland,Leiden,2022-10-05,Operations,Inventory Specialist,Bachelor,61610,Excellent,No,1973-09-28,
00-66913730,Frederique,Le Marec,Male,Zuid-Holland,Den Haag,2022-08-18,Sales,Sales Consultant,Bachelor,97223,Satisfactory,No,1986-06-25,
00-14631527,Lotte,Höning,Male,Noord-Holland,Amsterdam,2024-01-02,Customer Service,Support Specialist,Bachelor,61854,Good,Yes,2003-01-13,
00-13792466,Jort,Strik,Male,Noord-Holland,Amsterdam,2022-04-25,IT,Software Developer,Master,83526,Good,No,1976-10-04,
00-45075212,Dave,Haselaar,Male,Zuid-Holland,Den Haag,2021-02-27,Operations,Inventory Specialist,Bachelor,69995,Good,Yes,1963-11-03,
00-44129962,Annabel,Huel,Male,Noord-Holland,Alkmaar,2017-11-05,Finance,Accounts Payable Specialist,Bachelor,64368,Good,No,1986-11-09,
00-31666421,Jasmijn,van 't Riet,Female,Zuid-Holland,Den Haag,2015-10-16,Sales,Sales Representative,Bachelor,52720,Good,No,2002-03-05,
00-61586279,Muhammed,van Haspengouw Hesbaye,Female,Groningen,Groningen,2019-06-24,IT,Software Developer,Bachelor,94641,Good,No,1973-08-29,
00-79596863,Kyara,Huls,Female,Noord-Holland,Alkmaar,2023-04-05,Customer Service,Help Desk Technician,High School,71042,Excellent,Yes,2001-03-04,
00-67293719,Jasmijn,Verbruggen,Male,Zuid-Holland,Rotterdam,2017-10-19,Sales,Sales Specialist,Master,87749,Good,No,1966-02-26,
00-81565068,Jorn,Fiere,Female,Noord-Holland,Alkmaar,2022-05-31,Operations,Inventory Specialist,High School,55503,Good,No,1996-08-13,
00-51336223,Joep,de Pauw,Female,Noord-Holland,Haarlem,2022-11-16,Marketing,Marketing Coordinator,Bachelor,74551,Good,No,1971-01-24,
00-21928391,Sylvie,Neuzerling,Male,Noord-Holland,Haarlem,2016-01-08,IT,IT Support Specialist,High School,64339,Good,No,1988-04-17,
00-56223620,Arthur,Oennen,Female,Noord-Holland,Amsterdam,2023-11-27,IT,Software Developer,Bachelor,78263,Good,No,1983-04-21,
00-38122043,Zara,van Liendert,Female,Noord-Holland,Alkmaar,2024-03-13,Marketing,Content Creator,High School,61635,Good,Yes,1994-08-15,
00-51352528,Jinthe,Koster,Female,Noord-Holland,Alkmaar,2015-01-19,Operations,Operations Analyst,Master,85154,Good,Yes,1987-11-04,
00-75997979,Fay,van Dam,Male,Zuid-Holland,Den Haag,2015-08-07,Operations,Logistics Coordinator,Bachelor,71207,Satisfactory,No,1971-01-10,
00-66081482,James,Friehus,Male,Zuid-Holland,Leiden,2020-12-15,Sales,Sales Representative,Bachelor,81571,Good,Yes,1979-03-16,
00-67841075,Jens,Hendricks,Female,Noord-Holland,Alkmaar,2017-01-06,Sales,Sales Consultant,Master,102246,Satisfactory,No,1977-07-06,
00-28029744,Aya,van Duyvenvoorde,Female,Utrecht,Nieuwegein,2017-10-09,Sales,Sales Specialist,Bachelor,74295,Good,Yes,1961-04-22,
00-24795927,Sofia,van Hoevel en van Zwindrecht,Female,Drenthe,Meppel,2019-10-29,Sales,Sales Representative,Bachelor,67189,Good,No,1990-06-02,
00-36969824,Aimée,Hendriks,Female,Utrecht,Nieuwegein,2016-03-22,Sales,Sales Consultant,Master,91441,Satisfactory,Yes,1995-12-26,
00-35754346,Joël,Loep,Male,Groningen,Groningen,2017-12-11,Customer Service,Help Desk Technician,Bachelor,74554,Good,No,1981-03-29,
00-94132688,Mare,Rouwhorst,Male,Groningen,Groningen,2024-04-15,Customer Service,Support Specialist,High School,58993,Satisfactory,No,1970-03-13,
00-95420677,Aimée,de Haan,Male,Noord-Holland,Alkmaar,2017-02-17,Customer Service,Customer Service Manager,Bachelor,108432,Satisfactory,No,1979-05-16,
00-60697866,Nienke,Meeusen,Female,Noord-Holland,Haarlem,2016-08-07,IT,IT Support Specialist,Bachelor,64835,Good,No,1966-07-01,
00-13981790,Maya,Schulten,Female,Noord-Holland,Amsterdam,2020-09-22,Sales,Sales Specialist,PhD,66880,Satisfactory,No,1992-11-02,
00-23530374,Jonas,van Bergen,Male,Overijssel,Zwolle,2015-03-07,Operations,Logistics Coordinator,Bachelor,59459,Satisfactory,No,2003-12-05,
00-10969945,Lotte,Jochems,Male,Noord-Holland,Alkmaar,2022-01-11,Finance,Accountant,Bachelor,61671,Good,No,1994-02-01,
00-38329115,Zeynep,Romijn,Male,Utrecht,Amersfoort,2020-03-26,Customer Service,Support Specialist,High School,59803,Excellent,No,2001-11-19,
00-90931259,Tom,Post,Female,Noord-Holland,Amsterdam,2020-05-14,Operations,Inventory Specialist,Bachelor,55613,Good,No,1998-10-12,
00-73516094,Janne,van Kuijc van Malsen,Male,Zuid-Holland,Rotterdam,2022-02-01,Operations,Logistics Coordinator,Bachelor,60354,Good,No,2003-10-12,
00-55171003,Vincent,Huisman,Female,Zuid-Holland,Rotterdam,2018-11-14,Customer Service,Help Desk Technician,High School,59633,Good,No,1981-02-11,
00-42158168,Zara,de Vos,Female,Utrecht,Utrecht,2024-09-07,IT,IT Support Specialist,High School,68277,Satisfactory,Yes,1960-02-23,
00-60792779,Joëlle,de Hoog,Female,Noord-Brabant,Tilburg,2021-09-15,Operations,Operations Analyst,Bachelor,83770,Satisfactory,Yes,1983-06-26,
00-54326109,Kyara,Remmers,Female,Groningen,Groningen,2023-01-27,IT,IT Support Specialist,Bachelor,54694,Good,Yes,1972-10-27,
00-63929804,Dana,Cornelisz,Female,Zuid-Holland,Rotterdam,2022-01-19,Customer Service,Help Desk Technician,Bachelor,70312,Satisfactory,Yes,1987-02-13,
00-90786882,Sofie,Ouwel,Female,Zuid-Holland,Den Haag,2016-06-20,Sales,Sales Representative,Bachelor,56815,Good,No,2000-10-26,
00-43358157,Quinn,Bruggeman,Male,Groningen,Groningen,2018-01-02,Customer Service,Support Specialist,Bachelor,65269,Satisfactory,Yes,1963-05-02,
00-98432853,Amina,de Grunt,Male,Noord-Holland,Alkmaar,2023-04-21,Customer Service,Customer Service Representative,High School,63397,Satisfactory,No,1999-07-27,
00-98614357,Senn,d' Heripon,Female,Noord-Holland,Alkmaar,2017-02-18,Customer Service,Support Specialist,High School,62491,Satisfactory,Yes,1981-11-11,
00-53242747,Puck,Brizee,Female,Noord-Brabant,Tilburg,2015-07-31,Operations,Inventory Specialist,Bachelor,66099,Good,Yes,1963-05-22,
00-16141035,Luke,Kramer,Male,Zuid-Holland,Den Haag,2024-07-02,Operations,Logistics Coordinator,Bachelor,64754,Excellent,No,1993-09-29,
00-69633763,Sofie,Visser,Female,Zuid-Holland,Rotterdam,2017-11-16,Operations,Logistics Coordinator,Bachelor,59500,Good,No,1980-09-01,
00-92220752,Hidde,Furda,Male,Zuid-Holland,Rotterdam,2023-04-26,Operations,Inventory Specialist,Bachelor,62243,Good,No,1977-05-24,
00-73904001,Azra,van Dooren,Male,Noord-Holland,Amsterdam,2024-02-21,IT,Software Developer,Master,83778,Good,No,1966-04-28,
00-61654839,Floris,Timmerman,Male,Noord-Brabant,Tilburg,2017-01-17,Customer Service,Support Specialist,Bachelor,58066,Good,No,2000-06-15,
00-29214803,Hamza,van Westfalen,Male,Friesland,Sneek,2023-11-14,Operations,Logistics Coordinator,Bachelor,71870,Good,No,1972-01-23,
00-77731180,Mette,Schouten,Male,Zuid-Holland,Leiden,2015-09-30,HR,HR Coordinator,Bachelor,61996,Satisfactory,Yes,1994-05-03,
00-21689007,Silke,van Dijk,Male,Zuid-Holland,Den Haag,2018-04-13,Operations,Inventory Specialist,Bachelor,70049,Needs Improvement,No,1994-12-17,
00-72653244,Nova,Roose,Male,Utrecht,Nieuwegein,2017-08-12,IT,Software Developer,Master,99189,Satisfactory,Yes,1971-03-15,
00-74715566,Lindsey,Roosenboom,Male,Noord-Holland,Haarlem,2022-07-08,Finance,Accountant,Bachelor,64871,Needs Improvement,No,1988-03-20,
00-38405950,Ties,Konings,Male,Utrecht,Nieuwegein,2017-04-25,Customer Service,Customer Service Representative,Bachelor,60773,Good,Yes,1992-11-02,
00-22003335,Aaliyah,Kamper,Male,Noord-Brabant,Tilburg,2016-07-21,Sales,Sales Specialist,Bachelor,87632,Satisfactory,No,1988-08-16,
00-31506414,Senna,van Evelingen,Male,Utrecht,Utrecht,2024-01-20,Finance,Accountant,Bachelor,71226,Excellent,No,1989-08-06,
00-47628993,James,Claesdr,Male,Noord-Brabant,Breda,2017-03-25,Customer Service,Help Desk Technician,Bachelor,67758,Good,No,2001-01-27,
00-73928214,Ben,van Munster,Female,Zuid-Holland,Leiden,2024-04-04,Customer Service,Support Specialist,High School,58233,Good,Yes,2000-01-17,
00-99318726,Jolie,van Maaren,Male,Noord-Holland,Amsterdam,2017-06-08,Finance,Accounts Payable Specialist,Bachelor,63619,Good,No,2000-06-30,
00-76029590,Quinty,van Vlaanderen,Male,Zuid-Holland,Leiden,2016-01-15,IT,IT Support Specialist,High School,61968,Good,Yes,1992-11-08,
00-40038761,Quinten,van Salm,Male,Utrecht,Utrecht,2024-06-16,IT,System Administrator,Master,80836,Good,No,2002-05-28,
00-96434410,Finn,Jorlink,Male,Zuid-Holland,Rotterdam,2018-02-15,Sales,Sales Specialist,Bachelor,92511,Good,No,1990-02-12,
00-61224263,Dirk,Mater,Male,Gelderland,Nijmegen,2022-11-13,Operations,Logistics Coordinator,Bachelor,73594,Good,No,1984-02-20,
00-68648080,Job,Koster,Female,Noord-Holland,Alkmaar,2023-09-30,Operations,Logistics Coordinator,Bachelor,62194,Satisfactory,Yes,1980-06-10,
00-25527644,Maya,Schakelaar,Female,Noord-Holland,Haarlem,2017-07-25,Customer Service,Customer Service Representative,Bachelor,61068,Good,Yes,1970-06-11,
00-55665951,Iris,Michiels,Male,Noord-Holland,Haarlem,2022-08-01,Sales,Sales Specialist,Bachelor,83650,Good,Yes,1977-01-19,
00-25583513,Yinthe,Adryaens,Female,Noord-Holland,Amsterdam,2020-07-10,Operations,Logistics Coordinator,Bachelor,53534,Good,No,2003-11-04,
00-52060116,Elena,Lamotte,Male,Noord-Holland,Haarlem,2024-05-31,Customer Service,Help Desk Technician,Bachelor,97643,Satisfactory,Yes,1980-07-08,
00-10225283,Dani,Poncelet,Male,Noord-Holland,Alkmaar,2018-10-07,Customer Service,Customer Service Representative,Bachelor,68071,Good,No,1972-07-16,
00-35482265,Ivy,Geneart,Female,Zuid-Holland,Den Haag,2023-11-20,Operations,Inventory Specialist,High School,64519,Good,No,1963-12-06,
00-58992670,Ayoub,Schwartsbach,Male,Zuid-Holland,Den Haag,2023-09-05,IT,IT Support Specialist,Bachelor,64128,Satisfactory,No,2004-10-25,
00-99086047,Jade,Heymans,Female,Noord-Holland,Amsterdam,2021-05-24,Operations,Operations Analyst,Bachelor,67018,Good,No,1998-05-23,
00-63057930,Ella,Guit,Female,Gelderland,Arnhem,2015-11-01,IT,System Administrator,Bachelor,89241,Satisfactory,Yes,2004-06-20,
00-29421410,Jan,Boeser,Male,Zeeland,Goes,2023-01-30,Operations,Operations Analyst,Bachelor,92310,Needs Improvement,Yes,1983-02-20,
00-39380829,Merel,van Parijs,Female,Zeeland,Vlissingen,2020-06-14,HR,Recruiter,Bachelor,68100,Good,No,1989-02-05,
00-90727321,Valerie,Sanders,Male,Noord-Holland,Alkmaar,2017-08-05,Sales,Sales Representative,Bachelor,73261,Good,No,1984-07-31,
00-14609555,Adam,Verhagen,Female,Noord-Holland,Amsterdam,2020-12-19,IT,System Administrator,Master,94673,Good,No,1979-12-23,
00-26571059,Ilse,van Herstal,Male,Noord-Holland,Amsterdam,2017-04-29,Operations,Inventory Specialist,Bachelor,65983,Good,Yes,1984-06-11,
00-74194023,Kiki,Houdijk,Male,Noord-Holland,Amsterdam,2021-03-18,HR,HR Coordinator,Master,63298,Satisfactory,No,1989-07-09,
00-49123810,Boaz,Schulten,Female,Noord-Holland,Haarlem,2022-04-28,Operations,Logistics Coordinator,Bachelor,60605,Good,No,1991-03-09,
00-54713904,Brent,Draaisma,Male,Zuid-Holland,Leiden,2017-07-19,Sales,Sales Representative,Bachelor,68240,Good,No,2003-05-07,
00-40208616,Esther,de Gruson,Female,Zeeland,Middelburg,2022-02-03,IT,System Administrator,Bachelor,93923,Satisfactory,No,1992-08-16,
00-34027688,Lucas,Lage,Female,Noord-Holland,Alkmaar,2023-03-29,IT,IT Support Specialist,High School,64694,Needs Improvement,Yes,1959-12-25,
00-50144760,Liv,de Vries,Female,Zuid-Holland,Rotterdam,2024-02-02,Customer Service,Help Desk Technician,High School,86707,Excellent,Yes,1990-02-28,
00-31366552,Nadine,Meis,Female,Noord-Holland,Alkmaar,2024-02-29,Sales,Sales Consultant,PhD,100179,Needs Improvement,No,1963-04-12,
00-55286423,Lizz,den Haag,Male,Noord-Holland,Alkmaar,2019-04-14,IT,System Administrator,Master,83539,Satisfactory,No,1975-02-25,
00-62527814,Lieve,Keltenie,Male,Noord-Holland,Amsterdam,2019-02-13,Customer Service,Customer Service Manager,Bachelor,104626,Good,No,1985-03-25,
